DATE,INDPRO,IPMANSICS,IPCONGD,IPMINE,IPDCONGD,IPBUSEQ,IPMAT,CPIAUCSL,FEDFUNDS
2006-08-01,2.31200,2.59596,0.54470,1.70110,-0.26074,10.48574,2.03454,3.92657,5.25
2006-09-01,4.14394,3.81855,-0.00552,13.02304,-3.88815,14.09165,5.97653,2.01207,5.25
2006-10-01,2.78076,1.88157,-0.09845,10.96048,-6.07971,8.54721,4.47967,1.40633,5.25
2006-11-01,1.63556,1.12862,0.16636,5.03262,-4.22623,7.52070,2.13029,1.96870,5.25
2006-12-01,2.18450,2.50230,-0.00918,5.49340,-0.86900,10.07273,2.38131,2.52398,5.24
2007-01-01,1.65867,1.35459,0.24409,0.53660,-4.57864,6.29126,1.93164,2.07577,5.25
2007-02-01,2.59543,1.96548,1.86452,2.08904,-1.68659,6.69879,2.58948,2.42026,5.26
2007-03-01,2.54484,2.81305,0.50595,1.99262,-2.05355,7.67295,2.96132,2.79820,5.26
2007-04-01,2.92828,3.08902,0.74401,1.45294,-0.14198,7.06357,3.53654,2.59292,5.25
2007-05-01,2.95773,3.26903,0.51243,1.41674,-0.12700,7.06011,3.72117,2.70989,5.25
2007-06-01,2.64025,3.31201,0.16442,0.38119,0.46303,6.18973,3.31300,2.69277,5.25
2007-07-01,2.54630,3.60038,0.71985,-0.08766,3.08508,5.32541,3.24155,2.31789,5.26
2007-08-01,2.30331,2.56470,-0.41874,0.19027,-0.04048,4.60685,3.48839,1.89745,5.02
2007-09-01,2.73944,2.77668,-0.06721,-0.06621,0.32729,6.01432,3.77064,2.83383,4.94
2007-10-01,2.54401,3.06726,-0.84507,-0.83329,1.45866,5.43768,4.08128,3.61070,4.76
2007-11-01,3.14886,3.46497,-1.05449,1.70420,1.23657,5.68822,5.26748,4.37327,4.49
2007-12-01,2.16147,2.15479,-1.83050,0.92137,-1.04086,5.03584,4.26344,4.10881,4.24
2008-01-01,2.40059,2.29996,-1.48008,2.77193,-0.87268,7.35405,4.03474,4.29470,3.94
2008-02-01,1.05147,1.27241,-2.72760,1.90611,-2.60701,6.51062,2.48930,4.14296,2.98
2008-03-01,0.55067,0.02243,-3.35122,2.44061,-5.70752,5.38063,2.26851,3.97490,2.61
2008-04-01,-0.80425,-1.60910,-4.43764,2.65169,-9.50587,2.41436,1.10385,3.90376,2.28
2008-05-01,-1.46939,-2.15843,-4.63771,1.67289,-9.89829,2.61051,-0.07107,4.08841,1.98
2008-06-01,-1.75289,-3.18137,-4.98995,2.96963,-10.39009,1.96408,-0.02960,4.93597,2.00
2008-07-01,-2.04532,-4.17704,-5.27110,5.62961,-11.46168,0.07848,-0.18048,5.49751,2.01
2008-08-01,-3.78114,-5.12591,-6.78190,3.95194,-15.15854,-1.96236,-2.40614,5.30802,2.00
2008-09-01,-8.22540,-8.64162,-7.33908,-7.97858,-14.76638,-11.09288,-8.93714,4.95332,1.81
2008-10-01,-7.03048,-9.07290,-6.24457,0.38282,-16.68623,-13.25541,-6.38593,3.73106,0.97
2008-11-01,-8.76080,-11.79314,-7.00601,1.53205,-20.20743,-12.68543,-8.63826,1.09992,0.39
2008-12-01,-11.39051,-14.89570,-8.65076,-1.17079,-23.94357,-12.69569,-12.08125,-0.02223,0.16
2009-01-01,-13.48820,-17.47969,-10.61088,-1.25453,-30.91650,-17.92555,-13.54259,-0.11359,0.15
2009-02-01,-13.68953,-17.00088,-10.40252,-2.64969,-28.92083,-18.33961,-13.61508,0.00846,0.22
2009-03-01,-14.76765,-18.16671,-9.63431,-5.28098,-27.10768,-20.57301,-15.27430,-0.44648,0.18
2009-04-01,-14.85290,-17.88002,-9.33766,-7.18561,-25.22732,-20.73390,-15.54256,-0.57632,0.15
2009-05-01,-15.16973,-18.21746,-9.98766,-7.26301,-27.64619,-23.12019,-15.40687,-1.01576,0.18
2009-06-01,-15.21756,-17.81900,-10.18796,-8.21662,-28.90982,-23.23950,-15.60502,-1.22917,0.21
2009-07-01,-13.81431,-15.58871,-8.40767,-9.55924,-19.74525,-20.84766,-14.27888,-1.95876,0.16
2009-08-01,-11.45621,-13.53066,-5.87992,-7.05556,-14.94873,-18.43364,-11.52930,-1.48384,0.16
2009-09-01,-6.60075,-9.54956,-4.38632,4.48447,-10.30758,-10.84123,-4.23064,-1.37794,0.15
2009-10-01,-7.32033,-8.90770,-4.41188,-4.35122,-9.44366,-7.90023,-6.72143,-0.22397,0.12
2009-11-01,-5.70749,-5.64558,-4.16979,-6.73228,-4.05618,-9.28914,-4.29678,1.91459,0.12
2009-12-01,-2.63300,-2.50433,-2.27726,-5.78775,-0.03387,-8.58949,-0.24997,2.81412,0.12
2010-01-01,0.92621,1.77178,0.76578,-3.40269,14.09154,-1.80862,2.93983,2.62111,0.11
2010-02-01,1.89156,1.79337,-0.16201,-0.37343,9.73210,-1.75140,4.85146,2.15134,0.13
2010-03-01,4.24048,4.99463,0.77351,2.84440,11.56911,2.18813,7.36986,2.28617,0.16
2010-04-01,5.44397,6.57105,0.25362,4.98636,11.68118,5.53891,8.71758,2.20677,0.20
2010-05-01,7.95563,9.06949,3.48005,5.19575,21.09635,10.45564,10.85308,2.00355,0.20
2010-06-01,8.53703,9.30545,3.70511,5.67200,21.30878,11.96231,11.83717,1.12156,0.18
2010-07-01,7.66713,8.14765,2.99536,5.19578,14.30690,11.61197,10.46406,1.34078,0.18
2010-08-01,6.87252,7.08370,1.82876,5.62772,9.69024,10.47764,9.79499,1.15018,0.19
2010-09-01,6.26124,6.07919,0.57453,7.47287,4.95473,10.28691,9.44607,1.11831,0.19
2010-10-01,5.73458,6.08465,0.33504,8.10540,7.19013,10.17250,8.67980,1.16670,0.19
2010-11-01,5.37851,5.15114,0.39774,7.47463,3.62472,10.34669,7.74181,1.08454,0.19
2010-12-01,6.06434,5.82905,1.65361,9.05124,3.94323,9.37055,8.74950,1.43779,0.18
2011-01-01,4.70817,4.82342,1.00346,6.75396,3.79086,8.63900,6.92211,1.70078,0.17
2011-02-01,3.91030,5.05966,1.64434,2.78393,8.05917,9.33716,4.80296,2.12490,0.16
2011-03-01,4.25226,4.39562,1.53873,5.51952,8.46304,6.97694,6.25913,2.61924,0.14
2011-04-01,3.53347,2.98245,2.21007,5.65038,3.80784,5.03858,5.17352,3.07723,0.10
2011-05-01,2.25831,1.66258,0.48046,6.85186,1.15857,3.97650,3.68091,3.45897,0.09
2011-06-01,2.33506,1.80236,0.67082,7.23790,1.59644,3.53285,3.72949,3.50232,0.09
2011-07-01,2.42903,1.85929,0.67778,6.00040,-0.82215,3.94932,3.66250,3.57988,0.07
2011-08-01,2.70407,2.17258,1.48386,6.31496,3.22762,5.09803,3.47324,3.75500,0.10
2011-09-01,2.33820,2.36518,1.26257,4.33575,3.30850,5.18571,2.61700,3.81262,0.08
2011-10-01,3.33228,2.84436,1.52544,6.73317,4.66641,6.16670,4.14081,3.52227,0.07
2011-11-01,3.24727,2.51353,1.10372,8.83930,4.59753,7.14011,4.41203,3.45143,0.08
2011-12-01,2.76659,2.67359,-0.13078,9.22502,5.58025,7.93720,3.74274,3.06207,0.07
2012-01-01,3.60921,3.49751,-0.27288,10.87245,7.13952,8.75168,5.04081,3.00877,0.08
2012-02-01,4.36721,3.76331,-0.17948,12.83705,3.90395,9.35725,6.18797,2.89818,0.10
2012-03-01,2.75891,2.57367,-2.01988,8.85062,0.86482,10.63933,3.87437,2.58288,0.13
2012-04-01,3.83730,3.62937,-1.11929,8.44230,5.56906,12.42490,5.10556,2.27316,0.14
2012-05-01,3.93208,3.30210,-0.70665,7.64184,3.46178,12.31971,5.30005,1.73794,0.16
2012-06-01,3.64437,3.47090,-0.90836,7.17604,4.09637,13.68381,4.56962,1.65387,0.16
2012-07-01,3.36057,2.64491,-1.51064,9.00758,2.33393,10.86323,5.03422,1.41751,0.16
2012-08-01,2.28818,2.06620,-2.55760,5.79321,0.13767,10.38878,3.61655,1.68593,0.13
2012-09-01,2.31235,1.59532,-2.26673,7.84252,-1.20642,9.48717,3.93235,1.94972,0.14
2012-10-01,1.92498,0.84859,-2.52055,6.97079,-1.95041,7.06405,3.79082,2.15568,0.16
2012-11-01,2.33137,1.67253,-1.13642,6.00039,0.88763,7.27825,3.51925,1.79602,0.16
2012-12-01,2.08721,1.74249,-1.04619,5.15210,2.54169,6.46995,3.22308,1.75950,0.16
2013-01-01,1.46146,0.62315,-0.98547,4.02333,-0.71060,2.92763,2.75730,1.68406,0.14
2013-02-01,1.62487,0.61949,-0.38737,5.01612,2.16851,3.06174,2.81223,2.01814,0.15
2013-03-01,2.57464,1.06106,1.78272,5.61324,4.37901,2.62862,3.55648,1.51875,0.14
2013-04-01,1.74137,0.26505,0.72159,6.20790,3.44092,1.07951,2.92390,1.13881,0.15
2013-05-01,1.61995,0.92498,0.04726,6.22500,4.82150,-0.14958,3.10920,1.39039,0.11
2013-06-01,1.79048,0.85022,0.60990,6.85560,6.01070,-1.54752,3.26916,1.71579,0.09
2013-07-01,1.25656,0.26638,-0.43705,7.02071,3.47194,-2.12985,2.89597,1.88547,0.09
2013-08-01,2.27842,1.27424,0.57074,8.27124,7.68134,-1.38010,4.19155,1.53881,0.08
2013-09-01,2.87930,1.57546,1.17505,8.58425,9.53388,-0.27308,4.67359,1.09473,0.08
2013-10-01,2.43266,1.91443,1.51653,5.02594,8.53425,0.32436,3.42623,0.87680,0.09
2013-11-01,2.29786,1.27583,1.04986,5.60416,8.44736,-1.05405,3.91611,1.23287,0.08
2013-12-01,2.22592,0.37646,1.81784,5.93502,6.12559,-2.65368,3.81324,1.51284,0.09
2014-01-01,1.85009,-0.43370,0.21429,7.12504,3.61422,-0.67293,3.68998,1.55776,0.07
2014-02-01,2.13263,0.08886,0.87615,7.41539,4.77762,-0.15745,3.83537,1.12047,0.07
2014-03-01,2.72244,1.05133,0.96363,9.07522,4.80461,0.47707,4.58147,1.61269,0.08
2014-04-01,2.91355,1.35371,0.86884,10.08911,4.37178,0.96671,4.98480,2.01513,0.09
2014-05-01,3.23198,1.31576,0.85570,10.91759,5.79180,2.05393,5.26875,2.16695,0.09
2014-06-01,3.38161,1.41605,0.53835,11.61243,4.89190,1.69098,5.94076,2.05898,0.10
2014-07-01,3.94009,2.67737,1.67026,10.87392,10.36109,4.80526,5.74046,1.97424,0.09
2014-08-01,3.15862,1.20589,0.59437,11.79589,4.17201,2.39347,5.33541,1.71510,0.09
2014-09-01,2.92009,1.11188,0.71813,10.51257,3.47567,1.08821,4.98185,1.68405,0.09
2014-10-01,3.06035,0.87004,0.02103,12.73465,2.85723,2.64094,5.33232,1.60954,0.09
2014-11-01,3.43417,1.56129,1.95869,11.12076,4.90861,4.11095,4.65322,1.23152,0.09
2014-12-01,3.22902,1.53213,0.89254,13.40105,4.41742,3.82413,4.84130,0.65312,0.12
2015-01-01,2.80268,2.03011,2.67075,9.10209,7.34564,3.01483,3.32780,-0.22993,0.11
2015-02-01,1.37920,0.32552,1.08489,4.27030,1.20457,0.90140,2.23591,-0.08703,0.11
2015-03-01,0.04266,-0.17961,1.55087,0.41368,3.22351,-0.17626,0.17447,-0.02203,0.11
2015-04-01,-0.59100,-0.18015,1.07212,-2.83174,5.03479,-0.76087,-0.70827,-0.10403,0.12
2015-05-01,-1.43947,-0.44565,1.03882,-6.16014,5.36921,-1.06824,-2.00942,0.03503,0.12
2015-06-01,-2.06537,-1.12169,0.93173,-8.09516,2.16582,-1.19914,-3.14206,0.17957,0.13
2015-07-01,-1.65970,-0.81474,2.32603,-7.59721,4.56140,-2.63512,-2.73737,0.22569,0.13
2015-08-01,-1.67170,-0.56690,2.93517,-7.94457,5.01542,-2.15914,-3.40686,0.24130,0.14
2015-09-01,-2.24273,-0.83457,2.13489,-9.79764,4.78458,-2.68831,-3.77392,0.00884,0.14
2015-10-01,-2.72414,-0.85738,2.06181,-11.72281,5.14792,-4.59223,-4.47424,0.12762,0.12
2015-11-01,-4.01669,-1.75196,-0.16383,-13.04664,1.03284,-7.03600,-5.50769,0.43632,0.12
2015-12-01,-4.50513,-1.82640,-0.48584,-15.79180,1.56937,-6.97771,-6.29272,0.63872,0.24
2016-01-01,-3.26211,-0.88024,0.76104,-15.42131,3.09244,-6.37833,-4.81972,1.23750,0.34
2016-02-01,-3.14618,-0.47735,0.98774,-14.17379,5.37606,-6.21260,-4.96846,0.84728,0.38
2016-03-01,-3.55979,-0.91922,-1.01329,-14.87160,1.89229,-6.81804,-4.88031,0.89162,0.36
2016-04-01,-2.71473,-1.02921,0.92409,-15.53020,2.33180,-6.24967,-4.43684,1.17263,0.37
2016-05-01,-2.49346,-1.11927,0.67363,-13.50955,-1.28282,-6.69889,-3.84412,1.07848,0.37
2016-06-01,-1.71941,-0.52261,1.71144,-12.97125,3.48007,-6.09976,-2.93849,1.07929,0.38
2016-07-01,-2.21992,-1.20411,0.03550,-13.47558,-1.14333,-5.83125,-3.27373,0.86836,0.39
2016-08-01,-2.15406,-1.25787,0.15372,-14.19933,0.77233,-5.77235,-2.94390,1.05532,0.40
2016-09-01,-1.96536,-0.78797,0.30457,-12.75264,1.62347,-5.20902,-3.02292,1.54864,0.40
2016-10-01,-1.43036,-0.52004,0.21861,-8.52998,2.29365,-3.92210,-1.96746,1.68592,0.40
2016-11-01,-1.09849,-0.34499,-0.54902,-7.05387,1.54082,-2.47323,-1.17673,1.68433,0.41
2016-12-01,0.09449,-0.03467,1.59610,-6.51913,1.82044,-0.26269,-0.42380,2.05080,0.54
2017-01-01,-0.62682,-0.23418,-1.03042,-2.29981,0.89925,-0.16992,-0.52120,2.51039,0.65
2017-02-01,-0.49291,0.00372,-2.28310,2.05575,0.82495,0.33985,0.20908,2.81036,0.66
2017-03-01,0.90227,-0.26276,-0.84938,5.93336,-0.22219,1.71455,1.82587,2.44120,0.79
2017-04-01,1.58828,0.99541,-1.02421,9.75143,0.98679,4.92390,2.52078,2.17622,0.90
2017-05-01,1.90637,0.89989,-0.23063,10.77248,1.16696,5.05014,2.63749,1.85634,0.91
2017-06-01,1.62613,0.72339,-1.58678,12.40860,-1.49345,5.00050,2.80228,1.64057,1.04
2017-07-01,1.25580,0.27732,-1.76464,11.73442,-4.41806,4.61378,2.36689,1.72511,1.15
2017-08-01,0.90093,0.42379,-2.16405,11.38797,-3.18341,5.21725,1.74176,1.92812,1.16
2017-09-01,1.10790,0.26592,-2.07192,12.39692,-2.34738,7.29380,1.66052,2.18057,1.15
2017-10-01,2.29489,1.19708,-0.77032,10.96924,-2.19324,7.92940,3.15522,2.02076,1.15
2017-11-01,2.95391,1.33869,-0.17160,13.45892,-1.54707,8.45122,4.07744,2.17249,1.16
2017-12-01,2.47020,1.09257,-1.28647,13.69989,-1.31801,7.15472,3.86247,2.12993,1.30
2018-01-01,2.70139,0.58737,0.41869,10.76996,-1.26497,7.67469,3.47305,2.15132,1.41
2018-02-01,3.34869,1.55258,1.14431,11.20833,1.04554,8.18835,3.85953,2.26347,1.42
2018-03-01,3.17529,1.83426,0.68480,11.68046,3.74826,7.41015,3.97361,2.33095,1.51
2018-04-01,3.31212,1.38887,1.58405,11.62946,1.59929,5.30487,4.07941,2.47100,1.69
2018-05-01,2.25012,0.69504,-1.57300,11.18801,-1.12593,3.33211,4.12156,2.78192,1.70
2018-06-01,2.87890,1.31752,-0.02941,12.15495,2.51548,4.70754,4.15857,2.80755,1.82
2018-07-01,3.26677,1.76630,0.23715,13.54825,3.30009,4.22430,4.96395,2.85412,1.91
2018-08-01,4.44254,2.25865,1.27904,17.37474,4.79840,4.11862,6.71453,2.64292,1.91
2018-09-01,4.36660,2.24034,1.38467,16.46184,4.78821,2.01312,7.12162,2.33206,1.95
2018-10-01,2.91160,0.67966,0.54244,14.75250,2.82398,0.05466,5.00328,2.49203,2.19
2018-11-01,2.72920,0.34985,1.30702,13.55072,3.73365,-1.68725,4.83244,2.14733,2.20
2018-12-01,2.52052,0.89281,0.79650,15.33656,5.38498,-2.24701,4.75191,2.00238,2.27
2019-01-01,1.84717,0.29342,-0.47648,15.11218,-0.34140,-4.15289,4.28571,1.48759,2.40
2019-02-01,1.07459,-1.06883,0.46606,10.49648,-0.80435,-5.51350,3.14934,1.51886,2.40
2019-03-01,0.62802,-1.22342,0.72618,9.09638,-2.69110,-5.87944,2.11014,1.88319,2.41
2019-04-01,-1.04523,-2.53723,-2.39645,10.08041,-3.47268,-8.88532,1.47469,2.00058,2.42
2019-05-01,0.03575,-1.64348,0.72959,9.55403,1.66209,-7.34804,1.51051,1.79591,2.39
2019-06-01,-0.66175,-1.84917,0.41677,8.05072,0.17972,-8.32838,0.45964,1.67119,2.38
2019-07-01,-1.30655,-2.60928,0.07118,4.68552,0.38857,-9.05711,-0.52890,1.82633,2.40
2019-08-01,-1.22729,-2.18843,-0.35200,4.52593,-0.54632,-8.22505,-0.31677,1.73764,2.13
2019-09-01,-1.57890,-2.93694,-1.11360,4.49640,-3.68797,-9.12348,-0.36127,1.68450,2.04
2019-10-01,-2.25335,-3.32848,-1.58099,3.87959,-6.24110,-8.75435,-1.39536,1.73397,1.83
2019-11-01,-1.79132,-2.24322,-0.34706,1.36139,-0.06270,-5.80882,-1.96458,2.09229,1.55
2019-12-01,-2.02124,-2.43857,-1.01596,0.13579,-3.79602,-5.07464,-2.29890,2.31953,1.55
